Date,Open,High,Low,Close,Volume
22/10/2024,38933.6,38995.03,38200.82,38411.96,1104443800
23/10/2024,38397.28,38514.33,37987.62,38104.86,954326500
24/10/2024,37804.52,38320.39,37712.19,38143.29,1086989500
25/10/2024,37954.78,38028.14,37713,37913.92,907429600
28/10/2024,37757.95,38740.17,37757.95,38605.53,1166331600
29/10/2024,38524.3,38903.68,38416.85,38903.68,973807100
30/10/2024,39102.89,39417.88,39094.3,39277.39,2218121800
31/10/2024,39179.72,39249.21,38832.21,39081.25,1442868400
01/11/2024,38504.35,38512.83,37946.66,38053.67,1302641500
05/11/2024,38274.22,38620.19,38159.73,38474.9,1200140400
06/11/2024,38677.95,39664.53,38662.17,39480.67,1705754600
07/11/2024,39745.23,39884.01,39020.22,39381.41,1899855000
08/11/2024,39783.45,39818.41,39377.87,39500.37,1592563000
11/11/2024,39417.21,39598.74,39315.61,39533.32,1226835300
12/11/2024,39642.78,39866.72,39137.89,39376.09,1629622500
13/11/2024,39317.15,39377.24,38600.26,38721.66,1504235000
14/11/2024,38911.04,39084.44,38535.7,38535.7,1338306400
15/11/2024,38749.56,39101.64,38642.91,38642.91,1439066000
18/11/2024,38259.59,38548.3,38150.39,38220.85,1059713400
19/11/2024,38396.72,38560.1,38246.36,38414.43,1092156700
20/11/2024,38475.7,38520.45,38180.15,38352.34,1035340600
21/11/2024,38352.87,38374.69,37945.21,38026.17,1018608300
22/11/2024,38146.98,38420.63,38085.13,38283.85,1032801000
25/11/2024,38679.93,39053.64,38672.17,38780.14,1923819600
26/11/2024,38596.76,38596.76,38020.08,38442,1228045200
27/11/2024,38327.86,38332.45,37988.99,38134.97,1205278900
28/11/2024,37935.94,38478.32,37801.62,38349.06,1034061500
29/11/2024,38205.08,38270.06,37986.97,38208.03,1023154000
02/12/2024,38216.95,38552.41,37958.55,38513.02,1104621000
03/12/2024,38748.65,39427.37,38746.05,39248.86,1421941400
04/12/2024,39354,39417.08,39062.03,39276.39,1191063300
05/12/2024,39610.43,39632.3,39323.04,39395.6,1164014600
06/12/2024,39371.56,39468.47,38940.44,39091.17,1015007000
09/12/2024,39332.55,39332.55,38972.78,39160.5,1130741100
10/12/2024,39375.49,39465.14,39171.69,39367.58,1102644700
11/12/2024,39357.77,39401.93,39112.8,39372.23,1058276100
12/12/2024,39849.97,40091.55,39827.59,39849.14,1210679300
13/12/2024,39624.05,39734.99,39247.41,39470.44,1239410500
16/12/2024,39551.22,39632.17,39371.42,39457.49,875059800
17/12/2024,39589.65,39796.22,39364.68,39364.68,1156641800
18/12/2024,39176.88,39382.69,39081.71,39081.71,1321677900
19/12/2024,38522.27,38913.07,38355.52,38813.58,1477482000
20/12/2024,38950.28,39039.68,38701.9,38701.9,1844523100
23/12/2024,39040.72,39210.17,38847.13,39161.34,1031509000
24/12/2024,39210.23,39245.75,38995.76,39036.85,1161623200
25/12/2024,39168.52,39180.59,38927.16,39130.43,1160689900
26/12/2024,39129.31,39592.28,39110.92,39568.06,1314196300
27/12/2024,39672.15,40398.23,39669.39,40281.16,1594992400
30/12/2024,40325.78,40325.78,39864.46,39894.54,1106482500
06/01/2025,39945.42,39993.5,39232.78,39307.05,1379126200
07/01/2025,39584.36,40288.8,39584.36,40083.3,1270214900
08/01/2025,39879.36,40105.72,39705.81,39981.06,1187577400
09/01/2025,39888.91,39930.07,39385.05,39605.09,1170499700
10/01/2025,39550.25,39591.46,39166.05,39190.4,1132246200
14/01/2025,39010.96,39054.35,38305.91,38474.3,1268882100
15/01/2025,38721.61,38774.99,38316.01,38444.58,1006986400
16/01/2025,38732.65,38932.54,38426.2,38572.6,1142476100
17/01/2025,38454.1,38503.94,38055.68,38451.46,1153272200
20/01/2025,38671.77,39032.93,38671.77,38902.5,875279800
21/01/2025,39163.53,39238.21,38643.84,39027.98,933290900
22/01/2025,39355.22,39694.57,39332.63,39646.25,1084533300
23/01/2025,39810.06,40036.07,39677.22,39958.87,1191180600
24/01/2025,40060.49,40279.79,39806.69,39931.98,1226073200
27/01/2025,40127.74,40255.68,39520.79,39565.8,1172032400
28/01/2025,39400.02,39448.55,38886.05,39016.87,1320059700
29/01/2025,39273.8,39448.24,39129.14,39414.78,1086300900
30/01/2025,39302.85,39600.93,39221.36,39513.97,1078520600
31/01/2025,39574.38,39681.82,39458.95,39572.49,1233382400
03/02/2025,38932.66,38948.61,38401.82,38520.09,1692130100
04/02/2025,39078.66,39192.51,38590.96,38798.37,1442785000
05/02/2025,38979.21,39118.95,38682.18,38831.48,1511926800
06/02/2025,38977.58,39190.13,38851.51,39066.53,1546602200
07/02/2025,38907.76,39007.94,38753.2,38787.02,1486741000
10/02/2025,38736.37,38895.74,38606.32,38801.17,1346079200
12/02/2025,39049.12,39102.65,38794.24,38963.7,1754547800
13/02/2025,39225.5,39581.47,39112.17,39461.47,1303844800
14/02/2025,39419.25,39543.93,39133.94,39149.43,1329031600
17/02/2025,39094.09,39238.75,39021.23,39174.25,1113069900
18/02/2025,39187.99,39508.55,39151.71,39270.4,1159726300
19/02/2025,39230.62,39298.05,38994.7,39164.61,1242685700
20/02/2025,38942.91,38967.01,38468.72,38678.04,1252191700
21/02/2025,38523.07,38808.81,38456.53,38776.94,1300544800
25/02/2025,38359.67,38485.95,38131.79,38237.79,1329242800
26/02/2025,38143.68,38175.24,37742.76,38142.37,1207843100
27/02/2025,38251.11,38369.96,38061.94,38256.17,1215796500
28/02/2025,37853.48,37925.28,36840.12,37155.5,1916186900
03/03/2025,37617.5,37827.62,37372.26,37785.47,1158057200
04/03/2025,37532.01,37587.49,36816.16,37331.18,1381647600
05/03/2025,37345.74,37606.34,37178.72,37418.24,1309123500
06/03/2025,37654.95,37874.38,37580.88,37704.93,1377165500
07/03/2025,37198.3,37221.65,36813.62,36887.17,1367535600
10/03/2025,36972.59,37113.48,36705.02,37028.27,1098145900
11/03/2025,36584.37,36793.11,35987.13,36793.11,1536228200
12/03/2025,36763.1,36956.33,36658.86,36819.09,1287271600
13/03/2025,37081.64,37326.27,36776.94,36790.03,1193134700
14/03/2025,36606.78,37154.39,36594.04,37053.1,1348314900
17/03/2025,37453.83,37563.27,37377.55,37396.52,1203058100
18/03/2025,37868.57,38004.2,37822.87,37845.42,1334831600
19/03/2025,37839.39,38128.58,37751.88,37751.88,1168393000
21/03/2025,37619.37,37968.02,37619.37,37677.06,1817732700
24/03/2025,37841.68,37841.68,37608.49,37608.49,1016128000
25/03/2025,37953.15,38115.65,37686.26,37780.54,1072510900
26/03/2025,38106.66,38220.69,37873.28,38027.29,1170653500
27/03/2025,37750.66,37859.06,37556.75,37799.97,1399585300
28/03/2025,37357.52,37359.95,36864.93,37120.33,1332266100
31/03/2025,36440.18,36440.18,35541.72,35617.56,1683723500
01/04/2025,35961.19,36052.54,35537.86,35624.48,1233394200
02/04/2025,35751.02,35778.9,35426.33,35725.87,1287119800
03/04/2025,35041.67,35044.73,34102,34735.93,1958018100
04/04/2025,34304.66,34320.11,33259.76,33780.58,2276455800
07/04/2025,33154.97,33158.87,30792.74,31136.58,2667342800
08/04/2025,31729.11,33257.16,31703.69,33012.58,1919487400
09/04/2025,32529.23,32565.84,31258.18,31714.03,1993380800
10/04/2025,32321.21,34639.39,32320.66,34609,2016202400
11/04/2025,33951.25,33953.29,32626.58,33585.58,1825608000
14/04/2025,34006.37,34325.59,33887.7,33982.36,1188418600
15/04/2025,34349.01,34459,34266.31,34267.54,1138035400
16/04/2025,34249.82,34329.27,33658.47,33920.4,1156290100
17/04/2025,33987.01,34379.13,33931.53,34377.6,1111886400
18/04/2025,34353.88,34758.97,34224.57,34730.28,1020346200
21/04/2025,34556.23,34610.6,34216.98,34279.92,963696800
22/04/2025,34111.14,34340.57,34109.85,34220.6,993675700
23/04/2025,34787.93,35142.12,34682.28,34868.63,1333930400
24/04/2025,35194.71,35287.95,34960.65,35039.15,1371478200
25/04/2025,35387.67,35835.28,35337.98,35705.74,1347402500
28/04/2025,35962.8,36075.26,35773.49,35839.99,1324455400
30/04/2025,35946.88,36056.52,35793.33,36045.38,1671246000
01/05/2025,36197.04,36544.15,36040.05,36452.3,1315774200
02/05/2025,36636.55,36976.51,36606.58,36830.69,1410466200
07/05/2025,36903.66,36942.38,36731.39,36779.66,1562989800
08/05/2025,36863.38,36977.35,36606.71,36928.63,1372579300
09/05/2025,37332.57,37557.41,37219.03,37503.33,2013502800
12/05/2025,37697.28,37726.44,37417.39,37644.26,1428993600
13/05/2025,38149.53,38494.06,38124.2,38183.26,1773757800
14/05/2025,38199.03,38325.88,37851.8,38128.13,1520551700
15/05/2025,37832.36,37876.84,37633.36,37755.51,1348160000
16/05/2025,37748.58,37786.43,37479.21,37753.72,1281344000
19/05/2025,37572.36,37656.23,37445.93,37498.63,1076250700
20/05/2025,37723.6,37921.81,37455.7,37529.49,1257583000
21/05/2025,37590.15,37659.94,37298.98,37298.98,1212616400
22/05/2025,36931.89,37100.45,36855.83,36985.87,1108652700
23/05/2025,37161.74,37373.91,37111.63,37160.47,1052794300
26/05/2025,37209.26,37531.53,37167.01,37531.53,898568800
27/05/2025,37523.37,37769.05,37411.68,37724.11,862132300
28/05/2025,38094.79,38178.73,37709.71,37722.4,1225690100
29/05/2025,38046.97,38454.07,38035.32,38432.98,1332063600
30/05/2025,37912.49,38114.47,37748.17,37965.1,2042974600
02/06/2025,37651.18,37651.18,37320.72,37470.67,1095584100
03/06/2025,37598.31,37729.45,37446.81,37446.81,1092522000
04/06/2025,37686.66,37868.42,37672.47,37747.45,1066506600
05/06/2025,37590.39,37732.88,37527.88,37554.49,1137771800
06/06/2025,37590.44,37756.15,37590.42,37741.61,981069400
09/06/2025,38028.71,38178.01,38018.22,38088.57,856598700
10/06/2025,38278.17,38495.7,38139.1,38211.51,1060345200
11/06/2025,38431.1,38529.64,38288.28,38421.19,1093307500
12/06/2025,38324.93,38407.57,38102.05,38173.09,1045191300
13/06/2025,38130.25,38141.59,37540.2,37834.25,1434923700
16/06/2025,38056.86,38342.52,38055.52,38311.33,1047481000
17/06/2025,38366.68,38581.25,38333.35,38536.74,1035530100
18/06/2025,38364.16,38885.15,38364.16,38885.15,1100392000
19/06/2025,38858.52,38870.55,38488.34,38488.34,893298200
20/06/2025,38472.25,38646.16,38362.54,38403.23,1838788600
23/06/2025,38260.69,38368.22,38026.32,38354.09,958121400
24/06/2025,38779.18,38990.11,38665.61,38790.56,1007620100
25/06/2025,38904.18,38944.77,38711.11,38942.07,1028576000
26/06/2025,39072.14,39615.59,39056.14,39584.58,1236117200
27/06/2025,39866.36,40267.84,39847.31,40150.79,1560797500
30/06/2025,40550.79,40852.54,40322.54,40487.39,1439204500
01/07/2025,40340.64,40345.87,39885.38,39986.33,1240133500
02/07/2025,39631.17,39943.62,39444.7,39762.48,1276187700
03/07/2025,39796.75,39865.89,39667.82,39785.9,1354102700
04/07/2025,39994.64,40012.66,39693.4,39810.88,961286600
07/07/2025,39729.56,39829.38,39524.25,39587.68,934941700
08/07/2025,39542.07,39816.27,39510.48,39688.81,1363447800
09/07/2025,39942.8,39971.06,39573.34,39821.28,1289883300
10/07/2025,39795.75,39795.75,39530.95,39646.36,1293125900
11/07/2025,39886.54,39957.8,39497.7,39569.68,1159403500
14/07/2025,39416.1,39608.02,39288.9,39459.62,914646900
15/07/2025,39525.83,39678.02,39379.32,39678.02,987568500
16/07/2025,39734.74,39923.61,39520.96,39663.4,963731600
17/07/2025,39492.02,39910.96,39370.43,39901.19,1014868100
18/07/2025,40072.39,40087.59,39745.42,39819.11,919623100
22/07/2025,39864.63,40275.89,39586.53,39774.92,1120737300
23/07/2025,40189.18,41342.59,40087.86,41171.32,2210671800
24/07/2025,41657.98,42065.83,41554.18,41826.34,1494255800
25/07/2025,41760.58,41773.7,41389.79,41456.23,1174856600
28/07/2025,41515.91,41534.21,40997.87,40998.27,1065345200
29/07/2025,40767.77,40792.85,40563.53,40674.55,1010420600
30/07/2025,40744.53,40744.53,40556.61,40654.7,1237102400
31/07/2025,40693,41151.25,40639.32,41069.82,1348190600
01/08/2025,41029.84,41064.73,40588.17,40799.6,1483930600
04/08/2025,40118.81,40332.25,39850.52,40290.7,1307569200
05/08/2025,40521,40649.38,40421.88,40549.54,1452625700
06/08/2025,40430.46,40850.89,40423.13,40794.86,1455095700
07/08/2025,40668.19,41164.11,40668.19,41059.15,1540331700
08/08/2025,41283.7,42033.92,41248.05,41820.48,1832738600
12/08/2025,42098.32,42999.71,42083.58,42718.17,1761260100
13/08/2025,43090.91,43451.46,43008.2,43274.67,1540527000
14/08/2025,43129.18,43199.83,42606.73,42649.26,1277933600
15/08/2025,42866.38,43405.43,42736.86,43378.31,1345171800
18/08/2025,43452.9,43835.12,43390.22,43714.31,1242386600
19/08/2025,43846.55,43876.42,43411.97,43546.29,1170553000
20/08/2025,43400.66,43425.78,42724.15,42888.55,1166621800
21/08/2025,42783.26,42926.11,42564.3,42610.17,1030504200
22/08/2025,42629.81,42720.57,42331.39,42633.29,977568100
25/08/2025,42977.27,43201.42,42681.37,42807.82,1021530000
26/08/2025,42619.66,42703.27,42137.62,42394.4,1625793000
27/08/2025,42476.09,42628.04,42270.18,42520.27,1083674700
28/08/2025,42308.14,42828.79,42299.79,42828.79,1127077200
29/08/2025,42774.29,42807.03,42611.31,42718.47,1148556000
01/09/2025,42362.71,42454.99,41835.17,42188.79,966394700
02/09/2025,42299.63,42473.67,42084.78,42310.49,997854700
03/09/2025,42085.66,42293.54,41863.2,41938.89,1302419300
04/09/2025,42093.7,42608.8,42066.59,42580.27,1102572000
05/09/2025,42983.47,43220.94,42783.54,43018.75,1182560600
08/09/2025,43451.07,43838.6,43343.58,43643.81,1154834600
09/09/2025,43907.55,44185.73,43452.74,43459.29,1174571100
10/09/2025,43513.16,43848.77,43509.02,43837.67,1156784000
11/09/2025,43876.22,44396.95,43870.54,44372.5,1072982700
12/09/2025,44803.3,44888.02,44548.57,44768.12,1248643500
16/09/2025,44948.85,45055.38,44616.32,44902.27,1116962000
17/09/2025,44751.84,45033.34,44612.07,44790.38,1046270200
18/09/2025,44910.5,45508.67,44815.4,45303.43,1136542900
19/09/2025,45634.29,45852.75,44495.46,45045.81,2086434200
22/09/2025,45193.77,45757.74,45193.77,45493.66,1166273100
24/09/2025,45484.41,45693.28,45205.47,45630.31,1317179000
25/09/2025,45600.07,45824.69,45503.31,45754.93,1272207500
26/09/2025,45634.2,45766.77,45354.99,45354.99,
