Date,NKY,SPX,USDJPY,VIX
2025-06-23,38260.69,6025.17,146.16,19.83
2025-06-24,38779.18,6092.18,144.93,17.48
2025-06-25,38904.18,6092.16,145.26,16.76
2025-06-26,39072.14,6141.02,144.39,16.59
2025-06-27,39866.36,6173.07,144.67,16.32
2025-06-30,40550.79,6204.95,144.04,16.73
2025-07-01,40340.64,6198.01,143.44,16.83
2025-07-02,39631.17,6227.42,143.69,16.64
2025-07-03,39796.75,6279.35,144.93,16.38
2025-07-07,39729.56,6229.98,146.05,17.79
2025-07-08,39542.07,6225.52,146.57,16.81
2025-07-09,39942.8,6263.26,146.32,15.94
2025-07-10,39795.75,6280.46,146.26,15.78
2025-07-11,39886.54,6259.75,147.42,16.4
2025-07-14,39416.1,6268.56,147.71,17.2
2025-07-15,39525.83,6243.76,148.88,17.38
2025-07-16,39734.74,6263.7,147.88,17.16
2025-07-17,39492.02,6297.36,148.62,16.52
2025-07-18,40072.39,6296.79,148.83,16.41
2025-07-22,39864.63,6309.62,146.64,16.5
2025-07-23,40189.18,6358.91,146.51,15.37
2025-07-24,41657.98,6363.35,147.01,15.39
2025-07-25,41760.58,6388.64,147.67,14.93
2025-07-28,41515.91,6389.77,148.55,15.03
2025-07-29,40767.77,6370.86,148.46,15.98
2025-07-30,40744.53,6362.9,149.51,15.48
2025-07-31,40693.0,6339.39,150.76,16.72
2025-08-01,41029.84,6238.01,147.38,20.38
2025-08-04,40118.81,6329.94,147.09,17.52
2025-08-05,40521.0,6299.19,147.61,17.85
2025-08-06,40430.46,6345.06,147.37,16.77
2025-08-07,40668.19,6340.0,147.13,16.57
2025-08-08,41283.7,6389.45,147.73,15.15
2025-08-12,42098.32,6445.76,147.84,14.73
2025-08-13,43090.91,6466.58,147.39,14.49
2025-08-14,43129.18,6468.54,147.76,14.83
2025-08-15,42866.38,6449.8,147.2,15.09
2025-08-18,43452.9,6449.15,147.88,14.99
2025-08-19,43846.55,6411.37,147.68,15.57
2025-08-20,43400.66,6395.78,147.33,15.69
2025-08-21,42783.26,6370.17,148.38,16.6
2025-08-22,42629.81,6466.91,146.95,14.22
2025-08-25,42977.27,6439.32,147.79,14.79
2025-08-26,42619.66,6465.94,147.41,14.62
2025-08-27,42476.09,6481.4,147.41,14.85
2025-08-28,42308.14,6501.86,146.93,14.43
2025-08-29,42774.29,6460.26,147.05,15.36
2025-09-02,42299.63,6415.54,148.34,17.17
2025-09-03,42085.66,6448.26,148.1,16.35
2025-09-04,42093.7,6502.08,148.49,15.3
2025-09-05,42983.47,6481.5,147.41,15.18
2025-09-08,43451.07,6495.15,147.52,15.11
2025-09-09,43907.55,6512.61,147.42,15.04
2025-09-10,43513.16,6532.04,147.47,15.35
2025-09-11,43876.22,6587.47,147.2,14.71
2025-09-12,44803.3,6584.29,147.67,14.76
2025-09-16,44948.85,6606.76,146.5,16.36
2025-09-17,44751.84,6600.35,146.99,15.72
2025-09-18,44910.5,6631.96,148.0,15.7
2025-09-19,45634.29,6664.36,147.97,15.45
2025-09-22,45193.77,6693.75,147.72,16.1
2025-09-24,45484.41,6637.97,148.91,16.18
2025-09-25,45600.07,6604.72,149.8,16.74
2025-09-26,45634.2,6643.7,149.51,15.29
